Site;Night_Date;Id;Positive_min;Validation;Nb_contacts;X;Y;Habitat1;Habitat2;Machine;Opérateur;Projet;start;end;diff
Goutelle Husson;01/08/2016;Myosp;22;Smits Q.;24;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:36;06:04;8,46666666666667
Goutelle Husson;01/08/2016;parasi;24;A. Flipo;26;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:36;06:04;8,46666666666667
Goutelle Husson;01/08/2016;Pip50;3;;3;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:36;06:04;8,46666666666667
Goutelle Husson;01/08/2016;PippiT;185;;435;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:36;06:04;8,46666666666667
Goutelle Husson;01/08/2016;Plesp;1;;1;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:36;06:04;8,46666666666667
Goutelle Husson;01/08/2016;Rhifer;1;A. Flipo;1;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:36;06:04;8,46666666666667
Goutelle Husson;02/08/2016;ChiroSp;83;A. Flipo;135;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:20;06:10;8,83333333333333
Goutelle Husson;02/08/2016;ENVsp;1;;1;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:20;06:10;8,83333333333333
Goutelle Husson;02/08/2016;Myonat;1;;2;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:20;06:10;8,83333333333333
Goutelle Husson;02/08/2016;Myosp;3;;5;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:20;06:10;8,83333333333333
Goutelle Husson;02/08/2016;parasi;10;;11;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:20;06:10;8,83333333333333
Goutelle Husson;02/08/2016;Pip50;1;;1;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:20;06:10;8,83333333333333
Goutelle Husson;02/08/2016;PippiT;76;;227;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:20;06:10;8,83333333333333
Goutelle Husson;03/08/2016;Barbar;2;Smits Q.;2;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:16;05:55;8,65
Goutelle Husson;03/08/2016;ChiroSp;111;A. Flipo - Smits Q.;204;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:16;05:55;8,65
Goutelle Husson;03/08/2016;ENVsp;3;;4;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:16;05:55;8,65
Goutelle Husson;03/08/2016;Eptser;1;Smits Q.;1;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:16;05:55;8,65
Goutelle Husson;03/08/2016;Myosp;4;;4;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:16;05:55;8,65
Goutelle Husson;03/08/2016;parasi;38;;48;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:16;05:55;8,65
Goutelle Husson;03/08/2016;Pip35;1;;2;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:16;05:55;8,65
Goutelle Husson;03/08/2016;Pip50;3;;3;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:16;05:55;8,65
Goutelle Husson;03/08/2016;PippiT;129;;302;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:16;05:55;8,65
Goutelle Husson;03/08/2016;Rhifer;4;A. Flipo;4;212684;55338;Forêt feuillue;;SM2-A;Nicolas J.P.;Barbalux;21:16;05:55;8,65
Grapfontaine - «Chemin  Lé Bochan »;31/05/2016;ChiroSp;30;Smits Q.;42;224386;55338;Forêt mixte;;SM2-B;Van Den Abeel F.;Barbalux;21:46;04:55;7,15
Grapfontaine - «Chemin  Lé Bochan »;31/05/2016;ENVsp;7;A. Flipo;8;224386;55338;Forêt mixte;;SM2-B;Van Den Abeel F.;Barbalux;21:46;04:55;7,15
Grapfontaine - «Chemin  Lé Bochan »;31/05/2016;Myomyo;1;Smits Q.;1;224386;55338;Forêt mixte;;SM2-B;Van Den Abeel F.;Barbalux;21:46;04:55;7,15
Grapfontaine - «Chemin  Lé Bochan »;31/05/2016;Myosp;4;;5;224386;55338;Forêt mixte;;SM2-B;Van Den Abeel F.;Barbalux;21:46;04:55;7,15
Grapfontaine - «Chemin  Lé Bochan »;31/05/2016;Nyclei;1;A. Flipo;1;224386;55338;Forêt mixte;;SM2-B;Van Den Abeel F.;Barbalux;21:46;04:55;7,15
Grapfontaine - «Chemin  Lé Bochan »;31/05/2016;parasi;1;;1;224386;55338;Forêt mixte;;SM2-B;Van Den Abeel F.;Barbalux;21:46;04:55;7,15
Grapfontaine - «Chemin  Lé Bochan »;31/05/2016;Pipnat;1;Smits Q.;1;224386;55338;Forêt mixte;;SM2-B;Van Den Abeel F.;Barbalux;21:46;04:55;7,15
Grapfontaine - «Chemin  Lé Bochan »;31/05/2016;PippiT;30;;50;224386;55338;Forêt mixte;;SM2-B;Van Den Abeel F.;Barbalux;21:46;04:55;7,15
Habay - Vallée de l'Arlune;03/08/2016;ChiroSp;44;;59;242539;51908;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:22;05:51;8,48333333333333
Habay - Vallée de l'Arlune;03/08/2016;ENVsp;1;;1;242539;51908;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:22;05:51;8,48333333333333
Habay - Vallée de l'Arlune;03/08/2016;Myosp;1;;1;242539;51908;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:22;05:51;8,48333333333333
Habay - Vallée de l'Arlune;03/08/2016;Nyclei;1;A. Flipo;1;242539;51908;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:22;05:51;8,48333333333333
Habay - Vallée de l'Arlune;03/08/2016;Pip50;5;;5;242539;51908;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:22;05:51;8,48333333333333
Habay - Vallée de l'Arlune;03/08/2016;PippiT;371;;1019;242539;51908;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:22;05:51;8,48333333333333
Habay - Vallée de l'Arlune;03/08/2016;Plesp;1;;1;242539;51908;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:22;05:51;8,48333333333333
Habay - Vallée de l'Arlune;04/08/2016;ChiroSp;32;;48;241770;49786;Cours d'eau - ruisseau (L < 3m);;SM2-2;Doucet D.;Barbalux;21:25;04:19;6,9
Habay - Vallée de l'Arlune;04/08/2016;ENVsp;1;A. Flipo;3;241770;49786;Cours d'eau - ruisseau (L < 3m);;SM2-2;Doucet D.;Barbalux;21:25;04:19;6,9
Habay - Vallée de l'Arlune;04/08/2016;Myonat;1;Smits Q.;1;241770;49786;Cours d'eau - ruisseau (L < 3m);;SM2-2;Doucet D.;Barbalux;21:25;04:19;6,9
Habay - Vallée de l'Arlune;04/08/2016;Myosp;2;;2;241770;49786;Cours d'eau - ruisseau (L < 3m);;SM2-2;Doucet D.;Barbalux;21:25;04:19;6,9
Habay - Vallée de l'Arlune;04/08/2016;Nycei;1;A. Flipo;1;241770;49786;Cours d'eau - ruisseau (L < 3m);;SM2-2;Doucet D.;Barbalux;21:25;04:19;6,9
Habay - Vallée de l'Arlune;04/08/2016;Nyclei;1;A. Flipo;1;241770;49786;Cours d'eau - ruisseau (L < 3m);;SM2-2;Doucet D.;Barbalux;21:25;04:19;6,9
Habay - Vallée de l'Arlune;04/08/2016;Pip50;1;;1;241770;49786;Cours d'eau - ruisseau (L < 3m);;SM2-2;Doucet D.;Barbalux;21:25;04:19;6,9
Habay - Vallée de l'Arlune;04/08/2016;PippiT;116;;802;241770;49786;Cours d'eau - ruisseau (L < 3m);;SM2-2;Doucet D.;Barbalux;21:25;04:19;6,9
Habay - Vallée de l'Arlune;05/08/2016;ChiroSp;27;;30;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:32;06:07;8,58333333333333
Habay - Vallée de l'Arlune;05/08/2016;Eptser;1;Smits Q.;1;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:32;06:07;8,58333333333333
Habay - Vallée de l'Arlune;05/08/2016;Myonat;2;;2;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:32;06:07;8,58333333333333
Habay - Vallée de l'Arlune;05/08/2016;Myosp;8;;13;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:32;06:07;8,58333333333333
Habay - Vallée de l'Arlune;05/08/2016;Pipnat;2;A. Flipo;2;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:32;06:07;8,58333333333333
Habay - Vallée de l'Arlune;05/08/2016;PippiT;31;;56;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:32;06:07;8,58333333333333
Habay - Vallée de l'Arlune;06/08/2016;ChiroSp;20;A. Flipo;23;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:24;00:18;2,9
Habay - Vallée de l'Arlune;06/08/2016;ENVsp;1;;2;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:24;00:18;2,9
Habay - Vallée de l'Arlune;06/08/2016;Eptser;1;A. Flipo;1;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:24;00:18;2,9
Habay - Vallée de l'Arlune;06/08/2016;Myomyo;1;Smits Q.;1;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:24;00:18;2,9
Habay - Vallée de l'Arlune;06/08/2016;Myonat;2;Smits Q.;2;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:24;00:18;2,9
Habay - Vallée de l'Arlune;06/08/2016;Myosp;1;;1;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:24;00:18;2,9
Habay - Vallée de l'Arlune;06/08/2016;Nyclei;1;Smits Q.;1;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:24;00:18;2,9
Habay - Vallée de l'Arlune;06/08/2016;parasi;1;;1;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:24;00:18;2,9
Habay - Vallée de l'Arlune;06/08/2016;Pip50;1;;1;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:24;00:18;2,9
Habay - Vallée de l'Arlune;06/08/2016;Pipnat;1;;1;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:24;00:18;2,9
Habay - Vallée de l'Arlune;06/08/2016;PippiT;24;;33;242534;52021;Lisière vraie (milieu ouvert/milieux forestier);;SM2-2;Doucet D.;Barbalux;21:24;00:18;2,9
Haie de Han de Saint Léger;20/08/2016;ChiroSp;8;A. Flipo;9;242533;36544;Forêt feuillue;;SM2-B;François F.;Barbalux;21:06;06:03;8,95
Haie de Han de Saint Léger;20/08/2016;Myosp;2;;3;242533;36544;Forêt feuillue;;SM2-B;François F.;Barbalux;21:06;06:03;8,95
Haie de Han de Saint Léger;20/08/2016;parasi;2;;3;242533;36544;Forêt feuillue;;SM2-B;François F.;Barbalux;21:06;06:03;8,95
Haie de Han de Saint Léger;20/08/2016;PippiT;31;;151;242533;36544;Forêt feuillue;;SM2-B;François F.;Barbalux;21:06;06:03;8,95
Hatrival gare;01/09/2016;ChiroSp;78;;109;218328;65298;Zone urbaine/rurale;;SM2-A;Rock T. et Dylan;Barbalux;20:42;06:37;9,91666666666667
Hatrival gare;01/09/2016;Myomyo;1;Smits Q.;1;218328;65298;Zone urbaine/rurale;;SM2-A;Rock T. et Dylan;Barbalux;20:42;06:37;9,91666666666667
Hatrival gare;01/09/2016;Myosp;9;;11;218328;65298;Zone urbaine/rurale;;SM2-A;Rock T. et Dylan;Barbalux;20:42;06:37;9,91666666666667
Hatrival gare;01/09/2016;Nyclei;1;Smits Q.;1;218328;65298;Zone urbaine/rurale;;SM2-A;Rock T. et Dylan;Barbalux;20:42;06:37;9,91666666666667
Hatrival gare;01/09/2016;Nycnoc;2;Smits Q.;2;218328;65298;Zone urbaine/rurale;;SM2-A;Rock T. et Dylan;Barbalux;20:42;06:37;9,91666666666667
Hatrival gare;01/09/2016;parasi;10;;10;218328;65298;Zone urbaine/rurale;;SM2-A;Rock T. et Dylan;Barbalux;20:42;06:37;9,91666666666667
Hatrival gare;01/09/2016;Pip35;2;;2;218328;65298;Zone urbaine/rurale;;SM2-A;Rock T. et Dylan;Barbalux;20:42;06:37;9,91666666666667
Hatrival gare;01/09/2016;Pip50;7;;8;218328;65298;Zone urbaine/rurale;;SM2-A;Rock T. et Dylan;Barbalux;20:42;06:37;9,91666666666667
Hatrival gare;01/09/2016;Pipnat;3;Smits Q.;3;218328;65298;Zone urbaine/rurale;;SM2-A;Rock T. et Dylan;Barbalux;20:42;06:37;9,91666666666667
Hatrival gare;01/09/2016;PippiT;144;;402;218328;65298;Zone urbaine/rurale;;SM2-A;Rock T. et Dylan;Barbalux;20:42;06:37;9,91666666666667
Hatrival gare;01/09/2016;Pippyg;1;A. Flipo;1;218328;65298;Zone urbaine/rurale;;SM2-A;Rock T. et Dylan;Barbalux;20:42;06:37;9,91666666666667
Hatrival gare;01/09/2016;Plesp;3;;3;218328;65298;Zone urbaine/rurale;;SM2-A;Rock T. et Dylan;Barbalux;20:42;06:37;9,91666666666667
Hatrival;28/08/2016;ChiroSp;268;A. Flipo;567;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:43;06:28;9,75
Hatrival;28/08/2016;ENVsp;4;A. Flipo;6;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:43;06:28;9,75
Hatrival;28/08/2016;Eptser;1;Smits Q.;1;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:43;06:28;9,75
Hatrival;28/08/2016;Myomyo;5;Smits Q.;5;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:43;06:28;9,75
Hatrival;28/08/2016;Myonat;2;;2;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:43;06:28;9,75
Hatrival;28/08/2016;Myosp;23;;24;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:43;06:28;9,75
Hatrival;28/08/2016;parasi;35;;42;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:43;06:28;9,75
Hatrival;28/08/2016;Pip50;10;;10;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:43;06:28;9,75
Hatrival;28/08/2016;PippiT;454;;1404;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:43;06:28;9,75
Hatrival;28/08/2016;Pleaur;1;Smits Q.;1;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:43;06:28;9,75
Hatrival;28/08/2016;Plesp;2;;2;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:43;06:28;9,75
Hatrival;29/08/2016;ChiroSp;188;A. Flipo - Smits Q.;402;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:37;06:31;9,9
Hatrival;29/08/2016;ENVsp;2;;2;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:37;06:31;9,9
Hatrival;29/08/2016;Myomyo;2;;2;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:37;06:31;9,9
Hatrival;29/08/2016;Myonat;1;;1;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:37;06:31;9,9
Hatrival;29/08/2016;Myosp;33;;34;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:37;06:31;9,9
Hatrival;29/08/2016;parasi;44;;53;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:37;06:31;9,9
Hatrival;29/08/2016;Pip50;7;;8;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:37;06:31;9,9
Hatrival;29/08/2016;PippiT;324;;851;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:37;06:31;9,9
Hatrival;29/08/2016;Plesp;4;;5;219974;75957;Forêt feuillue - pinède;;SM2-A;Rock T. et Dylan;Barbalux;20:37;06:31;9,9
Hatrival;30/08/2016;ChiroSp;158;A. Flipo;245;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:27;06:39;10,2
Hatrival;30/08/2016;Myomyo;3;Smits Q.;3;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:27;06:39;10,2
Hatrival;30/08/2016;Myonat;17;Smits Q.;28;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:27;06:39;10,2
Hatrival;30/08/2016;Myosp;12;;18;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:27;06:39;10,2
Hatrival;30/08/2016;parasi;62;;78;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:27;06:39;10,2
Hatrival;30/08/2016;Pip50;3;Smits Q.;3;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:27;06:39;10,2
Hatrival;30/08/2016;Pipnat;1;A. Flipo;1;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:27;06:39;10,2
Hatrival;30/08/2016;PippiT;207;;447;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:27;06:39;10,2
Hatrival;30/08/2016;Plesp;1;;1;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:27;06:39;10,2
Hatrival;31/08/2016;ChiroSp;58;A. Flipo;66;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:25;06:42;10,2833333333333
Hatrival;31/08/2016;ENVsp;1;;1;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:25;06:42;10,2833333333333
Hatrival;31/08/2016;Myomyo;1;;1;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:25;06:42;10,2833333333333
Hatrival;31/08/2016;Myonat;8;Smits Q.;10;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:25;06:42;10,2833333333333
Hatrival;31/08/2016;Myosp;11;;13;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:25;06:42;10,2833333333333
Hatrival;31/08/2016;parasi;19;A. Flipo;21;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:25;06:42;10,2833333333333
Hatrival;31/08/2016;Pip35;1;;1;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:25;06:42;10,2833333333333
Hatrival;31/08/2016;Pip50;5;;5;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:25;06:42;10,2833333333333
Hatrival;31/08/2016;PippiT;185;;435;217070;73766;Forêt feuillue milieu ouvert;;SM2-A;Rock T. et Dylan;Barbalux;20:25;06:42;10,2833333333333
Houdrigny chevratte;04/07/2016;ChiroSp;119;A. Flipo;189;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;05:23;7,58333333333333
Houdrigny chevratte;04/07/2016;ENVsp;14;;17;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;05:23;7,58333333333333
Houdrigny chevratte;04/07/2016;Eptser;1;Smits Q.;1;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;05:23;7,58333333333333
Houdrigny chevratte;04/07/2016;Myobec;1;Smits Q.;1;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;05:23;7,58333333333333
Houdrigny chevratte;04/07/2016;Myomyo;1;Smits Q.;1;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;05:23;7,58333333333333
Houdrigny chevratte;04/07/2016;Myosp;4;;4;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;05:23;7,58333333333333
Houdrigny chevratte;04/07/2016;Nyclei;1;A. Flipo;1;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;05:23;7,58333333333333
Houdrigny chevratte;04/07/2016;parasi;3;;4;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;05:23;7,58333333333333
Houdrigny chevratte;04/07/2016;Pip35;1;;2;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;05:23;7,58333333333333
Houdrigny chevratte;04/07/2016;Pip50;7;;7;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;05:23;7,58333333333333
Houdrigny chevratte;04/07/2016;Pipnat;2;A. Flipo;3;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;05:23;7,58333333333333
Houdrigny chevratte;04/07/2016;PippiT;199;;509;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;05:23;7,58333333333333
Houdrigny chevratte;05/07/2016;ChiroSp;40;A. Flipo;51;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;02:14;4,43333333333333
Houdrigny chevratte;05/07/2016;ENVsp;5;;5;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;02:14;4,43333333333333
Houdrigny chevratte;05/07/2016;Eptser;1;A. Flipo;1;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;02:14;4,43333333333333
Houdrigny chevratte;05/07/2016;Myosp;1;;1;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;02:14;4,43333333333333
Houdrigny chevratte;05/07/2016;Nyclei;2;A. Flipo - Smits Q.;2;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;02:14;4,43333333333333
Houdrigny chevratte;05/07/2016;Pip35;1;;1;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;02:14;4,43333333333333
Houdrigny chevratte;05/07/2016;Pip50;1;;1;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;02:14;4,43333333333333
Houdrigny chevratte;05/07/2016;PippiT;85;;220;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;02:14;4,43333333333333
Houdrigny chevratte;05/07/2016;Rhifer;3;A. Flipo - Smits Q.;3;231112;30644;;;SM2-2;P. Verte;Barbalux;21:48;02:14;4,43333333333333
Jamoigne;05/07/2016;ChiroSp;152;A. Flipo - Smits Q.;217;224784;44576;Cours d'eau - ruisseau (L < 3m);;SM2-B;Dandoit T.;Barbalux;21:52;04:53;7,01666666666667
Jamoigne;05/07/2016;ENVsp;3;Smits Q.;5;224784;44576;Cours d'eau - ruisseau (L < 3m);;SM2-B;Dandoit T.;Barbalux;21:52;04:53;7,01666666666667
Jamoigne;05/07/2016;Eptser;1;Smits Q.;1;224784;44576;Cours d'eau - ruisseau (L < 3m);;SM2-B;Dandoit T.;Barbalux;21:52;04:53;7,01666666666667
Jamoigne;05/07/2016;Myomyo;1;Smits Q.;1;224784;44576;Cours d'eau - ruisseau (L < 3m);;SM2-B;Dandoit T.;Barbalux;21:52;04:53;7,01666666666667
Jamoigne;05/07/2016;Myonat;2;;2;224784;44576;Cours d'eau - ruisseau (L < 3m);;SM2-B;Dandoit T.;Barbalux;21:52;04:53;7,01666666666667
Jamoigne;05/07/2016;Myosp;232;;423;224784;44576;Cours d'eau - ruisseau (L < 3m);;SM2-B;Dandoit T.;Barbalux;21:52;04:53;7,01666666666667
Jamoigne;05/07/2016;parasi;5;;10;224784;44576;Cours d'eau - ruisseau (L < 3m);;SM2-B;Dandoit T.;Barbalux;21:52;04:53;7,01666666666667
Jamoigne;05/07/2016;Pip50;3;;3;224784;44576;Cours d'eau - ruisseau (L < 3m);;SM2-B;Dandoit T.;Barbalux;21:52;04:53;7,01666666666667
Jamoigne;05/07/2016;PippiT;138;;496;224784;44576;Cours d'eau - ruisseau (L < 3m);;SM2-B;Dandoit T.;Barbalux;21:52;04:53;7,01666666666667
Jamoigne;06/07/2016;ChiroSp;197;A. Flipo;298;224784;44576;Cours d'eau - ruisseau (L < 3m);;SM2-B;Dandoit T.;Barbalux;22:06;05:37;7,51666666666667
Jamoigne;06/07/2016;ENVsp;1;;1;224784;44576;Cours d'eau - ruisseau (L < 3m);;SM2-B;Dandoit T.;Barbalux;22:06;05:37;7,51666666666667
Jamoigne;06/07/2016;Myosp;173;;251;224784;44576;Cours d'eau - ruisseau (L < 3m);;SM2-B;Dandoit T.;Barbalux;22:06;05:37;7,51666666666667
Jamoigne;06/07/2016;parasi;6;;7;224784;44576;Cours d'eau - ruisseau (L < 3m);;SM2-B;Dandoit T.;Barbalux;22:06;05:37;7,51666666666667
Jamoigne;06/07/2016;PippiT;140;;611;224784;44576;Cours d'eau - ruisseau (L < 3m);;SM2-B;Dandoit T.;Barbalux;22:06;05:37;7,51666666666667
L'ange Gardien;09/08/2016;ChiroSp;9;Smits Q.;11;236247;36350;Forêt feuillue;;SM2-A;François F.;Barbalux;21:24;05:22;7,96666666666667
L'ange Gardien;09/08/2016;Myonat;1;;1;236247;36350;Forêt feuillue;;SM2-A;François F.;Barbalux;21:24;05:22;7,96666666666667
L'ange Gardien;09/08/2016;Myosp;12;;12;236247;36350;Forêt feuillue;;SM2-A;François F.;Barbalux;21:24;05:22;7,96666666666667
L'ange Gardien;09/08/2016;PippiT;19;;25;236247;36350;Forêt feuillue;;SM2-A;François F.;Barbalux;21:24;05:22;7,96666666666667
La Mouline - Chiny;04/05/2016;Parasi;1;A. Flipo;1;221959;40461;Cours d'eau - ruisseau (L < 3m);;SM2-B;P. Nyssen;Barbalux;21:11;23:16;2,08333333333333
La Mouline - Chiny;04/05/2016;PippiT;1;;1;221959;40461;Cours d'eau - ruisseau (L < 3m);;SM2-B;P. Nyssen;Barbalux;21:11;23:16;2,08333333333333
La Mouline (Pin, carrière);03/07/2016;ChiroSp;9;;20;222172;40441;Forêt feuillue;;SM2-B;Dandoit T.;Barbalux;22:52;04:38;5,76666666666667
La Mouline (Pin, carrière);03/07/2016;Myosp;7;Smits Q.;9;222172;40441;Forêt feuillue;;SM2-B;Dandoit T.;Barbalux;22:52;04:38;5,76666666666667
La Mouline (Pin, carrière);03/07/2016;PippiT;3;;3;222172;40441;Forêt feuillue;;SM2-B;Dandoit T.;Barbalux;22:52;04:38;5,76666666666667
La Mouline (Pin, carrière);03/07/2016;Plesp;1;;1;222172;40441;Forêt feuillue;;SM2-B;Dandoit T.;Barbalux;22:52;04:38;5,76666666666667
